SAP,Material Description,routing time,Class,Class Code
500362171,"PA 4F0035750B,CAD5624 ANW DRX310_F",32.0,Low,1
500395394,"PA 4F0035750D,ANW DRX310_F",35.0,Low,1
500350582,PA 4F1035750 ANW DRX310,29.0,Low,1
500401385,PA 4F1035750+Fam_3D Printer DRX316,32.0,Low,1
500228613,PA 4F1035750A ANW DRX310,32.0,Low,1
500407848,"PA 4F1035750B_F0317046 ,ANW DRX310",29.0,Low,1
500350712,PA 4F1035750D ANW DRX310,27.0,Low,1
500423325,"PA 4G0035576A,4L0035576A,ANW DRX310_F",36.0,Low,1
500423326,"PA 4G0035576B,4L0035576B,ANW DRX310_F",36.0,Low,1
500403717,"PA 4G0035576C,4L0035576C,ANW DRX310_F",38.0,Low,1
500423329,"PA 4G0035576H,4L0035576H,ANW DRX310_F",38.0,Low,1
500401387,PA 4H1035750+Fam_3D Printer DRX316,32.0,Low,1
500364109,PA 4L0035576A ANW DRX310_F,31.0,Low,1
500519902,"PA 4L0035576A,G0002054/0710,PO DRX310_F",44.0,Low,1
500364110,PA 4L0035576B ANW DRX310_F,27.0,Low,1
500393944,PA 4L0035576C_Getauscht DRX310_F,39.0,Low,1
500347205,"PA 4L0035576C,schirm seele get. DRX310",27.0,Low,1
500364111,PA 4L0035576D ANW DRX310_F,27.0,Low,1
500426974,PA 4L0035576D_Getauscht DRX310_F,40.0,Low,1
500393945,PA 4L0035576E_Getauscht DRX310_F,43.0,Low,1
500370576,"PA 4L0035576E,ANW DRX310_F",26.0,Low,1
500370577,"PA 4L0035576H,ANW DRX310_F",36.0,Low,1
500413991,"PA 4N0035576_F0321701,ANW DRX310_F",27.0,Low,1
500450041,"PA 4N0035576A_F0323978,getauscht DRX310F",55.0,Low,1
500450039,"PA 4N0035576A_F0326345,ANW DRX310_F",30.0,Low,1
500450040,"PA 4N0035576B_F0326319,ANW DRX310_F",30.0,Low,1
500499472,"PA 4N0971613,SONDER_SAFETY DRX310_F",105.0,Low,1
500499473,"PA 4N0971613B,SONDER_SAFETY DRX310_F",105.0,Low,1
500480417,PA 4N0972562 CPA closed DRX310_F,44.0,Low,1
500360403,"PA 4N0973125,4N0959655 DRX316",250.0,Medium,2
500326232,PA 4xB0000589 DRX310,102.0,Low,1
500306726,PA 4xG0320161 DRX310,107.0,Low,1
500349387,"PA 5G0955665,Durchfluss,Empf,DA DRX390",46.0,Low,1
500375202,"PA 5G0955665,Durchfluss,Empf,DA DRX390",255.0,Medium,2
500349386,"PA 5G0955665,Durchfluss,Sender,DA DRX390",120.0,Low,1
500375303,"PA 5G0955665,Durchfluss,Sender,DA DRX390",130.0,Low,1
500219666,PA 5M0955875 ANW DRX310_F,25.0,Low,1
500349094,"PA 5M0955875,Durchfluss,DA,Empf DRX390",45.0,Low,1
500375144,"PA 5M0955875,Durchfluss,DA,Empf DRX390",150.0,Low,1
500349088,"PA 5M0955875,Durchfluss,DA,sender DRX390",180.0,Medium,2
500375237,"PA 5M0955875,Durchfluss,DA,sender DRX390",185.0,Medium,2
500557969,"PA 5QF035575_G0003010,pin get. DRX310_F",60.0,Low,1
500503336,"PA 5QF035575,B0015239,Getauscht DRX310_F",45.0,Low,1
500574212,"PA 5QF035575D_G0003010,pin get. DRX310_F",37.0,Low,1
500500785,"PA 5QF035576_F0328977,ANW DRX310_F",30.0,Low,1
500500782,"PA 5QF035576,G0003010,Getauscht DRX310_F",60.0,Low,1
500500783,"PA 5QF035576,G0003010,Schirm Get.DRX310F",60.0,Low,1
500513645,"PA 5QF035576A,G0003010,getauscht DRX310F",60.0,Low,1
500471522,"PA 5QF035576C,G0003010,getauscht DRX310F",48.0,Low,1
500450059,"PA 5QF035576C,G0121188,G0003010 DRX310_F",44.0,Low,1
500501246,"PA 5QF035576D,G0003010,Getauscht DRX310F",80.0,Low,1
500384031,PA 6918275_6Q0035575_CAD8735 DRX310_F,27.0,Low,1
500380959,PA 6918310/6Q0035576 Kod A_DRX310_F,36.0,Low,1
500147772,PA 6918312/6Q0035576A/8728 Kod B_DRX310,33.0,Low,1
500380970,PA 6918312/6Q0035576A/8728 KodB_DRX310_F,36.0,Low,1
500380971,PA 6918314/6Q0035576B/8729kodC_DRX310_F,29.0,Low,1
500147773,PA 6918314/6Q0035576B/CAD8729kodC_DRX310,33.0,Low,1
500384034,PA 6918315_6Q0035575B DRX310_F,39.0,Low,1
500380972,PA 6918316/6Q0035576C Kod D_DRX310_F,29.0,Low,1
500384035,PA 6918317_6Q0035575C_Cad 8738 DRX310_F,27.0,Low,1
500380973,PA 6918318/6Q0035576D Kod E_DRX310_F,29.0,Low,1
500380974,PA 6918320/6Q0035576E Kod F_DRX310_F,29.0,Low,1
500380976,PA 6918324/6Q0035576G Kod H_DRX310_F,36.0,Low,1
500380978,PA 6918326/6Q0035576J Kod K_DRX310_F,29.0,Low,1
500380977,PA 6925112/6Q0035576H Kod I_DRX310_F,34.0,Low,1
500256800,PA 6982237/5666 Schirmprüf.vert. DRX310F,29.0,Low,1
500229611,PA 6982239/5667 Schirmprüf vert. DRX310F,29.0,Low,1
500226726,PA 6982240/CAD5618 Schirm.vert. DRX310F,30.0,Low,1
500221269,PA 6982242 schirmprüfung DRX310_F,28.0,Low,1
500226441,PA 6982242/CAD5184 Schirm.vert. DRX310,30.0,Low,1
500228143,PA 6982244 Schirmprüf.vert. DRX310,30.0,Low,1
500228589,PA 6982246/CAD5619 Schirm.vert. DRX310,30.0,Low,1
500429313,"PA 6Q0035575,ANW DRX310_F",38.0,Low,1
500395156,PA 6Q0035575A ANW DRX310_F,32.0,Low,1
500380604,"PA 6Q0035575A, getausch DRX310_F",39.0,Low,1
500380605,"PA 6Q0035575B, getausch DRX310_F",39.0,Low,1
500370578,"PA 6Q0035575B,ANW DRX310_F",29.0,Low,1
500437832,"PA 6Q0035575B,Schirm.pin get. DRX310_F",38.0,Low,1
500437833,"PA 6Q0035575C,Schirm.pin get. DRX310_F",38.0,Low,1
500380607,"PA 6Q0035575D, getausch DRX310_F",39.0,Low,1
500380608,"PA 6Q0035575E,getausch DRX310_F",33.0,Low,1
500380622,PA 6Q0035575E/9220679 Schirm. DRX310_F,34.0,Low,1
500380609,"PA 6Q0035575F,getausch DRX310_F",33.0,Low,1
500395157,PA 6Q0035575H ANW DRX310_F,34.0,Low,1
500380611,"PA 6Q0035575H,getausch DRX310_F",35.0,Low,1
500437839,"PA 6Q0035575J,Schirm.pin get. DRX310_F",30.0,Low,1
500364172,"PA 6Q0035575K,ANW DRX310_F",29.0,Low,1
500350593,"PA 6Q0035576,ANW DRX310_F",28.0,Low,1
500382993,"PA 6Q0035576,getauscht DRX310_F",28.0,Low,1
500407444,"PA 6Q0035576,Schirm,getauscht DRX310_F",39.0,Low,1
500350599,"PA 6Q0035576A,ANW DRX310",28.0,Low,1
500382994,"PA 6Q0035576A,getauscht DRX310_F",28.0,Low,1
500407445,"PA 6Q0035576A,Schirm,getausch DRX310_F",39.0,Low,1
500204381,PA 6Q0035576B Sonderausf ANW DRX310,47.0,Low,1
500218753,"PA 6Q0035576B,ANW DRX310_F",35.0,Low,1
500382995,"PA 6Q0035576B,getauscht DRX310_F",32.0,Low,1
500407446,"PA 6Q0035576B,Schirm,getausch DRX310_F",39.0,Low,1
500350594,"PA 6Q0035576C,ANW DRX310",28.0,Low,1
500382996,"PA 6Q0035576C,getauscht DRX310_F",28.0,Low,1
500407447,"PA 6Q0035576C,Schirm,getausch DRX310_F",39.0,Low,1
500218754,"PA 6Q0035576D,ANW DRX310",23.0,Low,1
500382997,"PA 6Q0035576D,getauscht DRX310_F",33.0,Low,1
500407448,"PA 6Q0035576D,Schirm,getausch DRX310_F",39.0,Low,1
500350595,"PA 6Q0035576E,ANW DRX310_F",28.0,Low,1
500382998,"PA 6Q0035576E,getauscht DRX310_F",28.0,Low,1
500407449,"PA 6Q0035576E,Schirm,getausch DRX310_F",39.0,Low,1
500221765,"PA 6Q0035576F,ANW DRX310_F",35.0,Low,1
500382999,"PA 6Q0035576F,getauscht DRX310_F",28.0,Low,1
500407450,"PA 6Q0035576F,Schirm,getausch DRX310_F",39.0,Low,1
500350596,"PA 6Q0035576G,ANW DRX310",28.0,Low,1
500383010,"PA 6Q0035576G,getauscht DRX310_F",33.0,Low,1
500407451,"PA 6Q0035576G,Schirm,getausch DRX310_F",39.0,Low,1
500350597,"PA 6Q0035576H,ANW DRX310",28.0,Low,1
500383011,"PA 6Q0035576H,getauscht DRX310_F",33.0,Low,1
500407452,"PA 6Q0035576H,Schirm,getausch DRX310_F",39.0,Low,1
500350598,"PA 6Q0035576J,ANW DRX310_F",30.0,Low,1
500383012,"PA 6Q0035576J,getauscht DRX310_F",33.0,Low,1
500407453,"PA 6Q0035576J,Schirm,getausch DRX310_F",39.0,Low,1
500220522,PA 6Q0035576K Anw.DRX310_F,23.0,Low,1
500571811,"PA 6Q0035576L_F0334204,ANW DRX310_F",33.48,Low,1
500456889,"PA 6Q0035576N,getauscht DRX310_F",28.0,Low,1
500155429,PA 6Q0035608 kod A_DRX310,31.0,Low,1
500350600,"PA 6Q0035608,ANW DRX310_F",29.0,Low,1
500437651,"PA 6Q0035608,schirm.pin get.DRX310_F",35.0,Low,1
500451391,PA 6Q0035608A DRX310_F,30.0,Low,1
500383932,PA 6Q0035608A getauscht DRX310_F,35.0,Low,1
500366714,"PA 6Q0035608A,ANW DRX310_F",32.0,Low,1
500437652,"PA 6Q0035608A,Schirm.pin get. DRX310_F",35.0,Low,1
500383933,PA 6Q0035608B getauscht DRX310_F,35.0,Low,1
500366715,"PA 6Q0035608B,ANW DRX310_F",29.0,Low,1
500437653,"PA 6Q0035608B,Schirm pin.get. DRX310_F",35.0,Low,1
500364107,"PA 6Q0035608C,ANW DRX310_F",36.0,Low,1
500437654,"PA 6Q0035608C,Schirm pin.get. DRX310_F",35.0,Low,1
500383935,PA 6Q0035608D getauscht DRX310_F,39.0,Low,1
500437655,"PA 6Q0035608D,Schirm pin.get. DRX310_F",35.0,Low,1
500364108,PA 6Q0035608D.ANW DRX310_F,29.0,Low,1
500366716,"PA 6Q0035608E,ANW DRX310_F",30.0,Low,1
500437656,"PA 6Q0035608E,Schirm pin.get. DRX310_F",40.0,Low,1
500383938,PA 6Q0035608G getauscht DRX310_F,30.0,Low,1
500155436,PA 6Q0035608G kod H_DRX310,38.0,Low,1
500314533,"PA 6Q0035608G,ANW DRX310_F",36.0,Low,1
500437657,"PA 6Q0035608G,Schirm pin.get. DRX310_F",35.0,Low,1
500383939,PA 6Q0035608H getauscht DRX310_F,39.0,Low,1
500155437,PA 6Q0035608H kod I_DRX310,30.0,Low,1
500414171,"PA 6Q0035608H_F0309947,ANW DRX310_F",29.0,Low,1
500437658,"PA 6Q0035608H,Schirm pin.get. DRX310_F",35.0,Low,1
500350714,PA 6Q0035608J ANW DRX310_F,38.0,Low,1
500437659,"PA 6Q0035608J,Schirm.pin get. DRX310_F",35.0,Low,1
500489872,"PA 6Q0035608N,Schirm pin.get. DRX310_F",35.0,Low,1
500165398,PA 6Q0035672A/6Q0035675A Anw. DRX310,32.0,Low,1
500309878,"PA 6Q0035672Aschirm-seele get.,CPADRX310",38.0,Low,1
500351093,PA 6Q0035672C/6Q0035675C Anw. DRX310,26.0,Low,1
500165399,PA 6Q0035672D DRX310,41.0,Low,1
500350608,PA 6Q0035672D/6Q0035675D Anw. DRX310,34.0,Low,1
500437664,"PA 6Q0035674,Schirm pin get. DRX310_F",30.0,Low,1
500437667,"PA 6Q0035674B,Schirm.pin get. DRX310_F",30.0,Low,1
500345463,"PA 6Q0035674C o.6Q0035610C,Farb DRX310",33.0,Low,1
500437668,"PA 6Q0035674C,Schirm.pin get. DRX310_F",30.0,Low,1
500437669,"PA 6Q0035674D,Schirm.pin get. DRX310_F",30.0,Low,1
500387331,PA 6Q0035674E ANW DRX310,40.0,Low,1
500437670,"PA 6Q0035674E,Schirm.pin get. DRX310_F",45.0,Low,1
500437671,"PA 6Q0035674F,Schirm.pin get. DRX310_F",30.0,Low,1
500437673,"PA 6Q0035674H,Schirm.pin get. DRX310_F",30.0,Low,1
500437674,"PA 6Q0035674J,Schirm.pin get. DRX310_F",30.0,Low,1
500452641,"PA 6Q0035674K,ANW DRX310",35.0,Low,1
500307885,"PA 6Q0035675A,schirm seele get. DRX310_F",36.0,Low,1
500472102,"PA 6Q0035675A,Schirm,getauscht DRX310_F",39.0,Low,1
500383585,PA 6Q0035675A/672A_getauscht DRX310_F,40.0,Low,1
500505268,"PA 6Q0035675C_Tyco,ANW DRX310_F",38.0,Low,1
500307883,"PA 6Q0035675C,schirm seele get. DRX310_F",33.0,Low,1
500383586,PA 6Q0035675C/672C_getauscht DRX310_F,50.0,Low,1
500481073,"PA 6Q0035675D,Getauscht_TEConec DRX310_F",39.0,Low,1
500331723,"PA 6Q0035675D,schirm seele get. DRX310_F",33.0,Low,1
500383587,PA 6Q0035675D/672D_getauscht DRX310_F,50.0,Low,1
500371936,"PA 6Q0035675G,schirm seele get. DRX310_F",33.0,Low,1
500472171,"PA 6Q0035675G,Schirm,getauscht DRX310_F",39.0,Low,1
500368314,PA 6xG0220470 DRX310,162.0,Medium,2
500368334,PA 6xG0221417 DRX310,170.0,Medium,2
500447970,"PA 6xG0221647,G1210027 DRX310 F",100.0,Low,1
500552502,"PA 7xG0212034,G0003356,G0003350 DRX310_F",500.0,Very High,4
500556780,"PA 85E035444,4N0035444,PO DRX310_F",60.0,Low,1
500508378,"PA 85E035444,SV,schirm  DRX310_F",45.0,Low,1
500508379,"PA 85E035444A,SV,schirm get. DRX310_F",70.0,Low,1
500307045,PA 8B000093+SV DRX310 Neu,313.0,Medium,2
500221322,"PA 8B000763,U DRX310",26.0,Low,1
500312567,"PA 8B001041,G0002257,T0200354,FL DRX310",510.0,Very High,4
500432196,"PA 8B001442,Flying,SV DRX310_F",150.0,Low,1
500432197,"PA 8B001443,Flying,SV DRX310_F",108.0,Low,1
500432195,"PA 8B001444,Flying,SV DRX310_F",108.0,Low,1
500388675,"PA 8B001482,8B001489,ANW DRX310_F",45.0,Low,1
500379463,"PA 8B001483,8B001488,ANW DRX310_F",33.0,Low,1
500447353,"PA 8B001509,8B001510 DRX310",50.0,Low,1
500407069,"PA 8B001724,D ANW Vormontage DRX310",150.0,Low,1
500449473,PA 8B001730 DRX310,43.0,Low,1
500388495,"PA 8B001765,ANW DRX310 Neu_F",29.0,Low,1
500394413,"PA 8B001766,ANW + Verr. DRX310_F",46.0,Low,1
500394478,"PA 8B001767,ANW + Verr. DRX310_F",100.0,Low,1
500320946,"PA 8B001777,8B001510,ANW DRX310",28.0,Low,1
500345202,"PA 8B001797,ANW DRX310",30.0,Low,1
500348388,"PA 8B001814,8B001815,ANW DRX310",33.0,Low,1
500388670,"PA 8B001818,8B001482,ANW DRX310_F",30.0,Low,1
500346041,"PA 8B001837,ANW DRX310",28.0,Low,1
500343625,"PA 8B001884,ANW DRX310",31.0,Low,1
500340842,"PA 8B001885,U,ANW DRX310",29.0,Low,1
500341104,"PA 8B001886,U,ANW DRX310",33.0,Low,1
500341606,"PA 8B001887,ANW DRX310_F",32.0,Low,1
500357078,PA 8B001899 oder 8B001900 DRX310,28.0,Low,1
500437068,"PA 8B001983,ANW DRX310_F",43.0,Low,1
500354397,"PA 8B001984,ANW DRX310",28.0,Low,1
500354420,"PA 8B001985,ANW DRX310",40.0,Low,1
500438770,"PA 8B002192,8B002362,G0002941 DRX310_F",72.0,Low,1
500493647,"PA 8B002195/2198,2x ring,ANW DRX310_F",150.0,Low,1
500395245,"PA 8B002197,ANW DRX310_F",33.0,Low,1
500475453,"PA 8B002199/2201,G03,B03,B00,PO DRX310_F",200.0,Medium,2
500416656,"PA 8B002203,M0400601 DRX310_F",50.0,Low,1
500475315,"PA 8B002363 o.8B001818,8B001482 DRX310_F",41.0,Low,1
500405408,"PA 8B002363,8B001482,ANW DRX310_F",54.0,Low,1
500490557,"PA 8B002471/2,G0220486,G00,Ü1mm DRX310_F",250.0,Medium,2
500484750,"PA 8B002471/72,G0220486,G0002065 DRX310F",220.0,Medium,2
500496430,"PA 8B002549,Z2100232,U DRX310",37.0,Low,1
500448968,PA 8B002717 DRX310_Muster,400.0,High,3
500446738,"PA 8B002721,PT DRX310_F",102.0,Low,1
500460952,"PA 8B002725/2729/1943,A4814402 DRX310",90.0,Low,1
500446119,"PA 8B002739,8B002734,A4812420 DRX310",150.0,Low,1
500542072,"PA 8B002930,Flying DRX310_F",63.0,Low,1
500498434,PA 8B003319 DRX310_F,46.0,Low,1
500498433,PA 8B003320 DRX310_F,46.0,Low,1
500498432,PA 8B003321 DRX310_F,47.0,Low,1
500316420,"PA 8E0035603AF,schirm seele getau.DRX310",31.0,Low,1
500392405,"PA 8F005868,CAD4554,schirm DRX310_F",26.0,Low,1
500424925,"PA 8F006250,CAD8710 Schirm DRX310_F",36.0,Low,1
500557984,"PA 8F016564_4N0035674D,pin get. DRX310_F",41.0,Low,1
500178570,"PA 8G000002,B0002934 DRX310",47.0,Low,1
500391438,"PA 8G000035,DA,SV,ANW CPA DRX310_F",90.0,Low,1
500452508,"PA 8G000094,8G000086,PO DRX310_F",46.0,Low,1
500483898,PA 8G000299_3D Printer DRX316,43.0,Low,1
500485629,"PA 8G000299,SV.Off. DRX310_F",60.0,Low,1
500191299,"PA 8J0973752,DA DRX310",40.0,Low,1
500414821,"PA 8K0971613,CPA offen DRX310_F",32.0,Low,1
500333144,"PA 8K0972562,4F0972562,098853_DRX310_F",35.0,Low,1
500208080,"PA 8K0972562,4F0972562,0988530001,DRX310",35.0,Low,1
500385470,"PA 8T000287,Doppel DRX310_F",88.0,Low,1
500385491,"PA 8T000287,SPIEGEL,Doppel DRX310_F",105.0,Low,1
500533080,PA 8T000330 or T0000734 DRX310_F,53.0,Low,1
500325095,"PA 8V0035750 Y9909414,SV DRX310",68.0,Low,1
500240560,"PA 8V0035750A,shirm+seele+SV DRX310",68.0,Low,1
500345905,"PA 8V0035750C,sch-seele+SVneue VarDRX310",68.0,Low,1
500333357,"PA 8V0035750C,sch-seele+SVneue VarDRX310",80.0,Low,1
500345906,"PA 8V0035750D,sc-seele+SV,neu var.DRX310",61.0,Low,1
500485293,"PA 8W0035750,pin1-4 electr.,SV DRX310_F",65.0,Low,1
500386123,"PA 8W0035750,pin1-4 electr.DRX310_F",35.0,Low,1
500401388,PA 8W0035750+Fam_3D Printer DRX316,36.0,Low,1
500395424,"PA 8W0035750A,pin1-4 electr.DRX310_F",35.0,Low,1
500485298,"PA 8W0035750B,pin1-4 electr.,SV DRX310_F",65.0,Low,1
500395425,"PA 8W0035750B,pin1-4 electr.DRX310_F",35.0,Low,1
500201611,"PA 9125760/4E1035750 4p.90°L ,A DRX310_F",31.0,Low,1
500201600,"PA 9125762/4E1035750A 4p90°L ,B DRX310_F",32.0,Low,1
500234997,PA 9125764/CAD4843 Schirmprüf. DRX310_F,30.0,Low,1
500338758,"PA 9125772/4E2035750 4p.90°R,A NeuDRX310",38.0,Low,1
500233820,PA 9125772/4E2035750/5628 Schirm DRX310,24.0,Low,1
500198855,"PA 9125774/4E2035750A 4p.90°R,kodBDRX310",45.0,Low,1
500239942,PA 9125784/5622 Schirmprüfung DRX310,24.0,Low,1
500227712,PA 9125788 Schirmprüfung DRX310,24.0,Low,1
500353572,PA 9125790/5625/4F0035750CSchirm DRX310F,35.0,Low,1
500239943,PA 9145756/5626 Schirmprüfung DRX310,28.0,Low,1
500237079,PA 9145758 schirmprüf. DRX310,24.0,Low,1
500174412,PA 9145758/4F1035750 90°4p.obenG_DRX310,31.0,Low,1
500233006,PA 9145759 Schirmprüf. DRX310,24.0,Low,1
500437672,PA 9145759 Schirmprüf. DRX310,30.0,Low,1
500173800,PA 9145759/4F1035750A 90°4p.obenH_DRX310,40.0,Low,1
500228409,PA 9145761 Schirmprüfung DRX310,24.0,Low,1
500179236,PA 9145761/4F1035750C 90°4p.obenK_DRX310,28.0,Low,1
500218681,PA 9145762/4F1035750D 90°4p.obenL_DRX310,31.0,Low,1
500228454,PA 9153091/4E0035750D Schirm.vert.DRX310,30.0,Low,1
500237801,PA 9153092/5621 Schirmprüfung DRX310,30.0,Low,1
500245489,PA 9165483/CAD6716 SchirmDRX310,29.0,Low,1
500381676,PA 9217502/6Q0035674E DRX310_F,44.0,Low,1
500197935,PA 9217502/6Q0035674E KODF DRX310,28.0,Low,1
500381677,PA 9217503/6Q0035674F DRX310_F,33.0,Low,1
500204372,PA 9217505/9237937/6Q0035674H ANW DRX310,35.0,Low,1
500381690,PA 9217506/6Q0035674J DRX310_F,33.0,Low,1
500197939,PA 9217506/6Q0035674J KODK DRX310,28.0,Low,1
500225691,PA 9220669/6Q0035575/8735 Schirm DRX310,26.0,Low,1
500380618,PA 9220669/6Q0035575/8735Schirm DRX310_F,34.0,Low,1
500225771,PA 9220670/6Q0035576/8727 Schirm DRX310,32.0,Low,1
500380656,PA 9220670/6Q0035576/8727Schirm DRX310_F,32.0,Low,1
500245271,PA 9220671/6Q0035575A/8736 Schirm DRX310,26.0,Low,1
500380619,PA 9220671/6Q0035575A/8736SchirmDRX310_F,43.0,Low,1
500230302,PA 9220672/6Q0035576A/8728 Schirm DRX310,38.0,Low,1
500380663,PA 9220672/6Q0035576A/8728SchirmDRX310_F,32.0,Low,1
500245272,PA 9220673/6Q0035575B/8737 Schirm DRX310,21.0,Low,1
500380620,PA 9220673/6Q0035575B/8737SchirmDRX310_F,23.0,Low,1
500380665,PA 9220674/6Q0035576B/8729SchirmDRX310_F,32.0,Low,1
500231270,PA 9220674/CAD8729 Schirmprüfung DRX310,32.0,Low,1
500276213,PA 9220675/6Q0035575C/8738 schirm DRX310,26.0,Low,1
500380627,PA 9220675/6Q0035575C/8738schirmDRX310_F,23.0,Low,1
500228981,PA 9220676 Schirmprüfung DRX310,27.0,Low,1
500380661,PA 9220676/6Q0035576C/8730SchirmDRX310_F,32.0,Low,1
500245273,PA 9220677/6Q0035575D/8739 Schirm DRX310,26.0,Low,1
500380621,PA 9220677/6Q0035575D/8739SchirmDRX310_F,31.0,Low,1
500380660,PA 9220678/6Q0035576D/8731SchirmDRX310_F,32.0,Low,1
500227703,PA 9220678/CAD8731 Schirmprüfung DRX310,32.0,Low,1
500380659,PA 9220680/6Q0035576E/8732SchirmDRX310_F,32.0,Low,1
500227699,PA 9220680/CAD8732 Schirmprüfung DRX310,32.0,Low,1
500225772,PA 9220686 Schirmprüfung DRX310,32.0,Low,1
500380657,PA 9220686/6Q0035576H/8733SchirmDRX310_F,32.0,Low,1
500380625,PA 9220687/6Q0035575J/8742SchirmDRX310_F,39.0,Low,1
500380662,PA 9220688/6Q0035576J/8734SchirmDRX310_F,32.0,Low,1
500228982,PA 9220688/CAD8734 Schirmprüfung DRX310,27.0,Low,1
500219687,PA 9229923 Schirmprüfung DRX310_F,48.0,Low,1
500220219,PA 9229924 Schirmprüf.DRX310,70.0,Low,1
500220220,PA 9229925 Schirmprüfung DRX310_F,50.0,Low,1
500225872,PA 9237929/6Q0035674 Schirm_DRX310,37.0,Low,1
500350602,PA 9237929/6Q0035674/6Q0035610 AnwDRX310,35.0,Low,1
500350604,PA 9237930/6Q0035674A/610A Anw DRX310,35.0,Low,1
500350605,PA 9237931/6Q0035674B/610B Anw DRX310,40.0,Low,1
500229004,PA 9237932/6Q0035674C/610C Anw.DRX310,35.0,Low,1
500395158,PA 9237933/6Q0035674D/610D Anw.DRX310,35.0,Low,1
500228968,PA 9237935/6Q0035674F Schirm DRX310_F,37.0,Low,1
500395776,PA 9237935/6Q0035674F/610F Anw.DRX310_F,40.0,Low,1
500350606,PA 9237938/6Q0035674J/610J Anw DRX310,35.0,Low,1
500247481,PA 9237939/6Q0035674K Schirm DRX310_F,37.0,Low,1
500226744,PA 9247713+Ferrit Schirmprüf.DRX310,24.0,Low,1
500384238,PA 9262038 DRX310_F,28.0,Low,1
500246707,"PA 9266619 Schirmprüf+p5,6 elektrDRX310F",60.0,Low,1
500240021,"PA 9266620 Schirmprüf+p5,6 elektrDRX310F",27.0,Low,1
500174174,PA A4208411 DRX310 Neu,24.0,Low,1
500149964,PA A4210306 KS5_DRX313,38.0,Low,1
500206730,PA A4210307 KS5 DRX310 Neu,25.0,Low,1
500159527,PA A4212109 DRX310,40.0,Low,1
500159525,PA A4212110 DRX310_F,27.0,Low,1
500159526,PA A4212111 DRX310_F,29.0,Low,1
500261660,"PA A4212310,M0200220,S DRX310",34.0,Low,1
500179862,PA A4212311 DRX310_F,35.0,Low,1
500140019,PA A4212401 DRX310,35.0,Low,1
500240096,"PA A4212406,M0200402 DRX310",34.0,Low,1
500186392,PA A4216402 Standard KS8 Neu DRX310,30.0,Low,1
500190302,PA A4220118 KS10 DRX310,28.0,Low,1
500144499,PA A4412402 DRX310,40.0,Low,1
500144269,PA A4412403 DRX310,32.0,Low,1
500144040,PA A4416401 DRX310_F,27.0,Low,1
500144254,PA A4416410 DRX310,46.0,Low,1
500486058,PA A4500001 3D Printer DRX316,33.0,Low,1
500490649,"PA A4500001,Flying DRX310_F",38.0,Low,1
500486057,PA A4510704 3D Printer DRX316,33.0,Low,1
500493154,"PA A4510704,Flying DRX310_F",53.0,Low,1
500360452,"PA A4510905,rechts,Sonder DRX310",43.0,Low,1
500258806,PA A4510905/906/907 DRX310,111.0,Low,1
500330712,"PA A4510905/906/907,sonder DRX310",82.0,Low,1
500450615,"PA A4510905/907,A4512966,Sonder DRX310",120.0,Low,1
500230705,PA A4510906 DRX310,33.0,Low,1
500360466,"PA A4510906,A4510907,links,Sonder DRX310",40.0,Low,1
500328179,PA A4510909 DRX310,27.0,Low,1
500416561,PA A4510910 DRX310_F,43.0,Low,1
500420164,PA A4510912 Flying DRX310_F,53.0,Low,1
500408139,"PA A4510912,OBL45° DRX310_F",37.0,Low,1
500556208,PA A4511701 DRX310_F,43.0,Low,1
500526490,PA A4512108 DRX310_F,38.0,Low,1
500492954,"PA A4512108,3D Printer DRX316",38.0,Low,1
500485262,"PA A4512708,45° DRX310_F",54.0,Low,1
500468678,"PA A4512708,Kod DRX310_F",43.0,Low,1
500467391,"PA A4512709, kod DRX310_F",53.0,Low,1
500485246,"PA A4512709,45° DRX310_F",54.0,Low,1
500462037,PA A4512710 DRX310_F,53.0,Low,1
500524293,"PA A4512710,Flying DRX310_F",45.0,Low,1
500485249,"PA A4512712,45° DRX310_F",35.0,Low,1
500467568,"PA A4512712,Kod DRX310_F",45.0,Low,1
500467394,PA A4512713 Kod DRX310_F,43.0,Low,1
500485248,"PA A4512713,45° DRX310_F",45.0,Low,1
500557967,"PA A4512716, 45° DRX310_F",43.0,Low,1
500559007,PA A4512721 DRX310_F,60.0,Low,1
500559004,PA A4512722 DRX310_F,53.0,Low,1
500568414,PA A4512723 DRX310_F,60.0,Low,1
500559754,"PA A4512730,45° DRX310_F",43.0,Low,1
500556217,"PA A4512731, 45° DRX310_F",48.0,Low,1
500559755,"PA A4512732,45° DRX310_F",43.0,Low,1
500556219,"PA A4512733, 45° DRX310_F",55.0,Low,1
500558361,PA A4512734 DRX310_F,53.0,Low,1
500575528,"PA A4512734, 45° DRX310_F",50.0,Low,1
500558690,"PA A4512735, 45° DRX310_F",48.0,Low,1
500556218,"PA A4512736, 45° DRX310_F",60.0,Low,1
500226970,PA A4512906 DRX310_F,27.0,Low,1
500490115,PA A4512913 DRX310_F,30.0,Low,1
500156231,PA A4512917 DRX310,27.0,Low,1
500248500,PA A4512924 liegend DRX310,27.0,Low,1
500238359,PA A4512925 kodierung DRX310,32.0,Low,1
500371722,"PA A4512927,Kod DRX310_F",39.0,Low,1
500250037,PA A4512930 kod. DRX310,37.0,Low,1
500372356,PA A4512946 Kod DRX310_F,39.0,Low,1
