SAP,Material Description,routing time,Class,Class Code
500278701,"PA G2122018,G1022027,G0002361,SV DRX310",89.0,Low,1
500366824,"PA G2122018,G1022036,G0002691 DRX310F",80.0,Low,1
500412407,"PA G2122018,G1022037 DRX310_F",150.0,Low,1
500352644,"PA G2222007,G0001666,SLT KA 28 DRX310",111.0,Low,1
500401225,"PA G2222013,G16,G0002664,abg.1of DRX310F",480.0,Very High,4
500531122,"PA G2222013,G1622014,SV offen DRX310_F",127.0,Low,1
500448128,"PA G2222019,G0002995,rast.off DRX310_F",108.0,Low,1
500311079,"PA G2312001,G0002357,abg1-14 DRX310_F",68.0,Low,1
500468412,"PA G2312001,G0002357,HSD,Schirm DRX310_F",79.0,Low,1
500235003,"PA G2322005,G2322006,G0002166 DRX310",48.0,Low,1
500258334,"PA G2322005/006,G0002166,heb.off.DRX310",91.0,Low,1
500481331,"PA G2322008,G2322009,Kombi DRX310_F",138.0,Low,1
500326737,"PA G2322008/009,G0002345,r.geschl.DRX310",124.0,Low,1
500337811,"PA G2322008/009,G0002345,rast.off DRX310",133.0,Low,1
500489580,"PA G2322008/015,G0003144,H.off DRX310_F",143.0,Low,1
500526802,"PA G2322008/15,G0003375,Hebel öf DRX310F",180.0,Medium,2
500399606,"PA G2322008/9,G0002345 3D Printer DRX316",129.0,Low,1
500527270,"PA G2322016,G00,T0102521,S.offen DRX310F",130.0,Low,1
500518705,"PA G2322016,G1022044,G0002086_DRX316",90.0,Low,1
500473943,"PA G2412002,G0411112,4x8F011133 DRX310_F",98.0,Low,1
500484303,"PA G2412002,G0411112,4x8F011133 DRX310_F",121.0,Low,1
500485345,"PA G2412002,G0411112,8F011133,PO DRX310F",61.0,Low,1
500147583,PA G2421001_DRX310,48.0,Low,1
500259344,"PA G2421003,DA,schieb.geschl.DRX310_F",69.0,Low,1
500190523,"PA G2421003,G0001935,DA,pin1 DRX310_F",58.0,Low,1
500309704,"PA G2421003,G0002453,DA,abg.p1+12 DRX310",102.0,Low,1
500418349,"PA G2421003,G0002901,DA,Abg 24 DRX310_F",90.0,Low,1
500341063,"PA G2422009,G0001700/01,abg.1,16 DRX310",57.0,Low,1
500205874,"PA G2422014,G0002056,DA+SV DRX310",66.0,Low,1
500204708,"PA G2422015,G0002056,DA DRX310",67.0,Low,1
500490684,"PA G2422021,G0002242 DRX310_F",69.0,Low,1
500422358,PA G2422023 3D Printer DRX316,61.0,Low,1
500339458,"PA G2422023,G0002355,rastb.offen DRX310",46.0,Low,1
500261492,"PA G2422023,G0002355,SV DRX310",53.0,Low,1
500498581,"PA G2422027,G.2485,2stuf.H.of,24 DRX310F",480.0,Very High,4
500479505,"PA G2422027,G0002485,2Stufen,P8 DRX310_F",480.0,Very High,4
500489094,"PA G2422027,G0002485,DA,5,H.off.DRX310_F",167.0,Medium,2
500444873,"PA G2422027,G0002485,DA,SV,5-17 DRX310_F",550.0,Very High,4
500444831,"PA G2422027,G0002485,Da,SV,Abg24 DRX310F",550.0,Very High,4
500487354,"PA G2422027,G12,G0002485,2stuf,4 DRX310F",780.0,Very High,4
500368485,"PA G2422027,G12,G0002485,p8-20 DRX310_F",550.0,Very High,4
500161960,"PA G2522023,G0001687,DA DRX310",170.0,Medium,2
500362146,"PA G2522023,G0001687,DA,sch.geschl.DR310",350.0,High,3
500241869,"PA G2522023,G0001687,ger.überlapp.DRX310",140.0,Low,1
500350469,"PA G2522023,G0001687,schieb.offen DRX310",111.0,Low,1
500364879,"PA G2602001,G0002499 DRX316",55.0,Low,1
500388868,"PA G2602001,G0002499,DA,Abg1,SV DRX310_F",300.0,Medium,2
500489519,"PA G2602001,G0002499,Z21,H.of,1 DRX310_F",360.0,High,3
500528217,PA G2610009 DRX310_F,80.0,Low,1
500518330,"PA G2611005,G0003323,B0016517SLS DRX310F",98.0,Low,1
500582367,"PA G2611005,G0003323,B0019134 DRX310_F",300.0,Medium,2
500516232,"PA G2611005,G0003323,Vakuum,Ü1mm DRX310F",130.0,Low,1
500398955,"PA G2612003,G0000499,ANW,ab1-14 DRX310_F",101.0,Low,1
500398956,"PA G2612003,G0000499,ANW,ab13-26 DRX310_",180.0,Medium,2
500396164,"PA G2612006,G0000480/499,Abg.1 DRX310_F",110.0,Low,1
500360289,"PA G2612006,G0000499,B0007952,p14DRX310F",77.0,Low,1
500360261,"PA G2612006,G0000499/480,Abg p.26DRX310F",92.0,Low,1
500186848,"PA G2612006,G0000499/480,M0000174 DRX310",180.0,Medium,2
500329674,"PA G2612008,G0002522,F0312123 DRX310",82.0,Low,1
500396325,"PA G2612008,G0002815,HSD,Seele DRX310_F",165.0,Medium,2
500161072,"PA G2620009,G0001706_DRX310_F",80.0,Low,1
500206166,"PA G2620009,G0002049 DRX310",50.0,Low,1
500327714,"PA G2620009,G0002458,,hebel off.DRX310",82.0,Low,1
500328679,"PA G2620013,DA DRX310",85.0,Low,1
500349996,"PA G2621029,SV.Offen DRX310",55.0,Low,1
500443085,"PA G2621030,G0002178,T0102137/6 DRX310_F",150.0,Low,1
500346484,"PA G2621030,G17,G0002179,F0402452 DRX310",110.0,Low,1
500517462,"PA G2621037,G0003269,CPA,9,H.off DRX310F",260.0,Medium,2
500260301,"PA G2622014,G2622015 DRX310",65.0,Low,1
500191878,"PA G2622014,G2622015,G0000778,R.geDRX310",128.0,Low,1
500385122,"PA G2622026,G0001341 DRX310_F",60.0,Low,1
500241753,"PA G2622031,G0001459/1460 R.geschlDRX310",61.0,Low,1
500337668,"PA G2622031,G0001503,G0001460,R.ofDRX310",56.0,Low,1
500166047,"PA G2622033,G0001727 DRX310_F",54.0,Low,1
500413781,"PA G2622048,G0002898,H.Gesch.DRX310_F",80.0,Low,1
500577212,"PA G2622049,G0002513,G0002514,DA DRX310F",200.0,Medium,2
500570787,"PA G2622050,G0003336Vacum,p14-18 DRX310F",250.0,Medium,2
500517879,"PA G2622050,G0003336Vakuu,18,Ü1mmDRX310F",133.0,Low,1
500517878,"PA G2622050,Vakuum,CPA,26,Ü1mm DRX310_F",150.0,Low,1
500341332,"PA G2710002,G0002112/14,SV DRX310",85.0,Low,1
500341569,"PA G2710002,G0002113,T0101950,ANW DRX310",46.0,Low,1
500404015,"PA G2712001,G0001633_NEU DRX310_F",140.0,Low,1
500397775,"PA G2712001,G0002816,SV DRX310_F",66.0,Low,1
500320944,"PA G2712003,G0002113,8T000208,ANW DRX310",50.0,Low,1
500315940,"PA G2712003,Y9904216,schirm seele DRX310",204.0,Medium,2
500531529,"PA G2712005,G0003015,T0102498,PO DRX310F",70.0,Low,1
500306001,"PA G2722004/005,G0002229SVrast.gDRX310_F",270.0,Medium,2
500305987,"PA G2722004/005,G0002238SVrast.gDRX310_F",270.0,Medium,2
500534253,"PA G2722004/5,G0002797,H.open DRX310_F",300.0,Medium,2
500532576,"PA G2722006,G0003170,3D printer DRX316",38.0,Low,1
500513773,"PA G2722006,G08,G0003193,H.off DRX310_F",117.0,Low,1
500507114,"PA G2722006,G0822063,G0003179 DRX310_F",150.0,Low,1
500507116,"PA G2722006,G0822063,G0003180 DRX310_F",121.0,Low,1
500503787,"PA G2811002,G0003164,SV DRX310_F",110.0,Low,1
500503786,"PA G2811003,G0003164,SV DRX310_F",110.0,Low,1
500218596,"PA G2812003,G0411077,G0002108  DRX310_F",180.0,Medium,2
500317978,PA G2812007 DRX310,48.0,Low,1
500352480,"PA G2812009,G0002468 DRX310_F",100.0,Low,1
500449181,"PA G2812010,G0002681,G0002228,PO DRX310F",36.0,Low,1
500384370,"PA G2820003,G0002672,Heb off.Abg1 DRX316",55.0,Low,1
500368975,"PA G2820003,G0002672,pin1-4,DA DRX310_F",250.0,Medium,2
500226753,PA G2821003+SV DRX310,88.0,Low,1
500263141,PA G2822005 DRX310,61.0,Low,1
500159735,"PA G2822005,G0000523,G0001514 DRX310_F",61.0,Low,1
500187413,"PA G2822008,G0000959 DRX310",170.0,Medium,2
500538134,"PA G2822008,G0000959 DRX310_F",350.0,High,3
500444409,"PA G2822008,G0000959,DA,Schieb.of.DRX310",183.0,Medium,2
500543268,"PA G2822008,SV open DRX310_F",72.0,Low,1
500245366,"PA G2822016,G0001886,g.überlapp.DRX310",111.0,Low,1
500233228,"PA G2822018,G0002139 R.geschl.DRX310_F",72.0,Low,1
500324193,"PA G2822018,G0002202,RS,rastbüg.g.DRX360",53.0,Low,1
500393148,"PA G2822021,G0002672,DA,r.of.ges DRX310F",132.0,Low,1
500543208,"PA G2822024,G0003407,DA DRX310_F",200.0,Medium,2
500457980,"PA G3010005,G0002406,8T,3xF,HSD DRX310_F",100.0,Low,1
500277218,"PA G3012002,G0002264,8T000183 ANW DRX310",107.0,Low,1
500361207,"PA G3012003 od.G3012004,schirm DRX310 NE",500.0,Very High,4
500312272,"PA G3022014,G0001427,G0002095,RS,DRX360",88.0,Low,1
500505381,"PA G3022019,G0003291,DA,CPA,SV,1 DRX310F",380.0,High,3
500577048,"PA G3022019,G0003291,Z21,H.off,1 DRX310F",600.0,Very High,4
500262698,"PA G3110001,G0002368,SV DRX310_F",92.0,Low,1
500521137,"PA G3111001,G0002368,SV DRX310_F",110.0,Low,1
500580570,"PA G3122004,G0003159,T0102,Üb.1 DRX310_F",350.0,High,3
500450430,"PA G3210001,G0002432,3D Pinter DRX316",97.0,Low,1
500449929,"PA G3210001,G0002432,Abg1_17 DRX310_F",118.0,Low,1
500575434,"PA G3210001,G0002432,G0001986 DRX310_F",65.0,Low,1
500255907,"PA G3220005,G0002313,r.gesch,SV DRX310_F",82.0,Low,1
500324039,"PA G3220005,G0002313,RS,DRX360",119.0,Low,1
500346517,"PA G3221001,G0002180/81,T01,ANW DRX310",92.0,Low,1
500346560,"PA G3221001,G0002181 DRX310",120.0,Low,1
500390312,PA G3221010 DRX310_F,85.0,Low,1
500159475,"PA G3222001,G0001533 ,G0000523 DRX310_F",90.0,Low,1
500541772,"PA G3222004,G0001346,G0001271,SV DRX310F",130.0,Low,1
500204547,"PA G3222004,G0001715,G0001271 DRX310",86.0,Low,1
500155064,PA G3222007 DRX310,84.0,Low,1
500186612,PA G3222012 DRX310,50.0,Low,1
500179145,"PA G3222012,G0001782 DRX310_F",84.0,Low,1
500325385,"PA G3222012,G0001782,SV,H.off. DRX310",95.0,Low,1
500196140,"PA G3222012,G0001985 DRX310_F",80.0,Low,1
500196151,"PA G3222012,G0001986 DRX310_F",80.0,Low,1
500507399,"PA G3222012,G0003308,rast.of DRX310_F",128.0,Low,1
500309905,"PA G3222021,G0002384,DA+SV,p32,p11DRX310",320.0,High,3
500501611,"PA G3222023,G.2485,H.of,32SAFETY DRX310F",199.0,Medium,2
500359663,"PA G3222023,G0002450,,abg.11,32 DRX310",550.0,Very High,4
500489228,"PA G3222023,G0002485,H.of,3,Üb1mmDRX310F",460.0,High,3
500489405,"PA G3222023,G0002485,H.of,32,Ü1mmDRX310F",350.0,High,3
500488341,"PA G3222023,G0002485,H.of,Ü1mm,11DRX310F",360.0,High,3
500368383,"PA G3222023,G0002485/88,DA,p3, DRX310_F",265.0,Medium,2
500372676,"PA G3222023,G0002485/88,DA,p32 DRX310_F",350.0,High,3
500498555,"PA G3222023,G0002485Hof1mm,11,32_DRX310F",500.0,Very High,4
500384030,"PA G3222024,G0002485,DA,pin11 DRX310_F",350.0,High,3
500580465,"PA G3222024,G0002485,DA,Ü.1mm,20 DRX310F",480.0,Very High,4
500480590,"PA G3222024,G0002485,Da,Üb1mm,7 DRX310_F",350.0,High,3
500485665,"PA G3222024,G0002485,H.of,Ü1mm,11DRX310F",380.0,High,3
500521467,"PA G3222024,G0002485,H.of,Ü1mm,11DRX310F",480.0,Very High,4
500485663,"PA G3222024,G0002485,H.of,Ü1mm,7 DRX310F",380.0,High,3
500498544,"PA G3222024,G0002485Hof,1mm,p.32 DRX310F",300.0,Medium,2
500342238,"PA G3222025,G2422028,G0002566/67 DRX316",26.0,Low,1
500578185,"PA G3222029,G0002757,p1-7,h.offenDRX310F",119.0,Low,1
500409895,"PA G3222031,G0002858/2859,gesch DRX310_F",104.0,Low,1
500409901,"PA G3222031,G0002858/2859,offen DRX310_F",81.0,Low,1
500413495,"PA G3222031,Ohne SV DRX310_F",110.0,Low,1
500514756,"PA G3222034,G0003078,3xF0,Üb1mm DRX310_F",155.0,Low,1
500542660,"PA G3222035,G0003390,SV DRX310_F",90.0,Low,1
500536289,"PA G3310001,G0003015,T0000742,PO DRX310F",50.0,Low,1
500515487,"PA G3310001,G0003015/184,T0000742 DRX316",98.0,Low,1
500536288,"PA G3310001,G0003184,SV DRX310_F",120.0,Low,1
500534461,"PA G3311001,G0003168,SV DRX310_F",140.0,Low,1
500356020,"PA G3610002,G1810006,G0002433,SV DRX310",240.0,Medium,2
500469592,"PA G3610002,G1810006,G0002434 DRX310_F",160.0,Medium,2
500469605,"PA G3610002,G1810006,G0002435 DRX310_F",150.0,Low,1
500151134,PA G3622005 G1822013 G0001489 DRX310 MB,255.0,Medium,2
500530697,"PA G3622005,G18,G0002798,H.open DRX310_F",260.0,Medium,2
500390161,"PA G3622005,G1822013,G0002795 DRX310_F",160.0,Medium,2
500390079,"PA G3622005,G1822013,G0002798 DRX310_F",250.0,Medium,2
500390160,"PA G3622005,G1822013,G0002812 DRX310_F",160.0,Medium,2
500350315,"PA G3622016,G37,G0002602,Hebl.off.DRX310",300.0,Medium,2
500350311,"PA G3622016,G3722004, Kombi, DRX310",172.0,Medium,2
500350323,"PA G3622017,G37,G0002602,Heb.Off.DRX310",250.0,Medium,2
500517501,"PA G3622018,G1822,G0003267,H.off DRX310F",180.0,Medium,2
500311915,"PA G3622018,G1822025,G0002205,RS,DRX360",112.0,Low,1
500326659,"PA G3622018/025,G0002205,H.off DRX310_F",180.0,Medium,2
500572105,"PA G3622021,G0003418,Z21,H.off.DRX310_F",185.0,Medium,2
500385981,"PA G3622021,G18,G0002436,H.gesch.DRX310F",205.0,Medium,2
500405920,"PA G3622021,G18,G0002436,H.offen DRX310F",240.0,Medium,2
500405749,"PA G3622021,G18,G0002437,H.offen DRX310F",180.0,Medium,2
500396210,"PA G3622021,G18,G0002474,G0002433DRX310F",78.0,Low,1
500515695,"PA G3622021,G18,G0002474,SVclosedDRX310F",140.0,Low,1
500542529,"PA G3622021,G18,G0003418 H.of DRX310_F",180.0,Medium,2
500350216,"PA G3622021,G1822027 DRX310",149.0,Low,1
500495871,PA G3622022 DRX310_F,113.0,Low,1
500448030,"PA G3622022,G0002974,Rastb.off DRX310_F",170.0,Medium,2
500541782,"PA G3622022,G0003240,SV DRX310_F",120.0,Low,1
500500933,"PA G3622022,G0003240,SV,H.Off DRX310_F",122.0,Low,1
500523307,"PA G3622022,G0003240exclusG.2974 DRX310F",200.0,Medium,2
500518260,"PA G3622023,G37,G0003007,H.off DRX310_F",320.0,High,3
500465244,"PA G3622023,G3722007,G0003007 DRX310_F",220.0,Medium,2
500518261,"PA G3622024,G37,G0003007,H.off DRX310_F",400.0,High,3
500465227,"PA G3622024,G3722006,G0003007 DRX310_F",220.0,Medium,2
500494402,"PA G3622025,G37,G0003154,H.off DRX310_F",265.0,Medium,2
500326777,"PA G3722004,G3622016,rast.off DRX310",340.0,High,3
500326774,"PA G3722005/017,G0002402,rast.off DRX310",340.0,High,3
500448142,"PA G3722006,G36,G0003007,rast.offDRX310F",320.0,High,3
500448140,"PA G3722007,G36.G0003007,rast.of.DRX310F",320.0,High,3
500401090,"PA G3821002,G0002664.abg.p30,off DRX310F",530.0,Very High,4
500487137,"PA G3821002,G16,G0002664,SV,38 DRX310_F",420.0,High,3
500367155,"PA G3821002,G1622014,G0002664,p30 DRX310",179.0,Medium,2
500508374,"PA G3821002,G1622014,SV off,30 DRX310_F",169.0,Medium,2
500151131,"PA G3822008,G0001464,G1322010_DRX310_F",155.0,Low,1
500142990,PA G3822009 G0001473 G0001539 DRX310,154.0,Low,1
500240562,"PA G3822011,G0001416,DA,MB DRX310",204.0,Medium,2
500207234,"PA G3822012,G0001416,DA DRX310_F",350.0,High,3
500257761,"PA G3822014,G0001416,DA,R.offen DRX310",160.0,Medium,2
500518137,"PA G3822030,G0001416,CPA,13,H.of DRX310F",480.0,Very High,4
500531131,"PA G3822030,SV open DRX310_F",124.0,Low,1
500207983,"PA G3912002,G0002044,6982231 DRX310",187.0,Medium,2
500218356,"PA G3912002,G0411077,6982231 DRX310_F",450.0,High,3
500515233,PA G3912003 ohne SV DRX310_F,80.0,Low,1
500516777,"PA G3912003,G0003280,Schirm,1 DRX310_F",180.0,Medium,2
500498003,"PA G3912003,G0003280,SV DRX310_F",180.0,Medium,2
500544441,"PA G3912003,G0003412,3D printer DRX316",110.0,Low,1
500203857,"PA G4021005,DA DRX310",270.0,Medium,2
500329186,"PA G4022006,G0000956,p116-121 DRX310",240.0,Medium,2
500517350,"PA G4222028,G06,G0003195,H off.DRX310_F",210.0,Medium,2
500544145,"PA G4311001,G0003183,4xF0331945 DRX310_F",500.0,Very High,4
500544582,"PA G4311001,G0003183/2990,P.o DRX310_F",49.0,Low,1
500341302,"PA G4420003,G0002595,SV DRX310",120.0,Low,1
500481794,"PA G4420003,G0002595,Z2100018 DRX310_F",165.0,Medium,2
500513272,"PA G4422006,G0003141,SV DRX310_F",90.0,Low,1
500396873,PA G4622004 3D Printer DRX316,134.0,Low,1
500385294,"PA G4622004,G0002165,DA,H.Of.,14 DRX310F",306.0,Medium,2
500403119,"PA G4622004,G0002165,DA,Pin14-46 DRX310F",231.0,Medium,2
500276777,"PA G4622004,G0002165,T2100865 DRX316",86.0,Low,1
500279281,"PA G4622004,G0002165,T2100865 NeuDRX310F",240.0,Medium,2
500369327,"PA G4622004,G0002588,DA,p14,46 DRX310_F",229.0,Medium,2
500437939,"PA G4622005,G0002982,DA,Abg.14 DRX310_F",610.0,Very High,4
500360895,"PA G4622006,G0002347,p.14-46 DRX310 NEU",289.0,Medium,2
500515750,"PA G4622014,  SV open DRX310_F",145.0,Low,1
500527279,"PA G4622014,G0002165,H.off,DA,46 DRX310F",560.0,Very High,4
500580169,"PA G4622014,G0002165,Z21,DA,Üb.1 DRX310F",480.0,Very High,4
500508550,"PA G4622014,G0002588,DA,H.off,1 DRX310_F",500.0,Very High,4
500498357,"PA G4622014,G0002588,H.Off.abg.14 DRX313",220.0,Medium,2
500529967,"PA G4622014,G0002588,Z21H.op,14 DRX310_F",480.0,Very High,4
500477238,"PA G4622016,G0003106,DA,p1,CPA DRX310_F",360.0,High,3
500477234,"PA G4622016,G0003106,DA,p14,CPA DRX310_F",430.0,High,3
500503400,"PA G4622016,G0003106,H.of,CPA,14 DRX310F",500.0,Very High,4
500515617,"PA G4622019,G4622018, SV open DRX310_F",230.0,Medium,2
500506666,"PA G4622019/18,G0003262,H.of,SV DRX310_F",320.0,High,3
500506669,"PA G4622019/18,G0003263,H.of,SV DRX310_F",350.0,High,3
500559498,"PA G4622020,G0003495,DA,1,CPA DRX310_F",450.0,High,3
500572149,"PA G4622020,G0003495,Z21,H.off,1 DRX310F",650.0,Very High,4
500538735,"PA G4622020,G39,G0003380,SV,H.of DRX310F",500.0,Very High,4
500163568,"PA G4720002,SV,DA Vakum DRX310",220.0,Medium,2
500249474,"PA G4721031,G0002322,DA DRX310_F",330.0,High,3
500156191,"PA G4722006,G0001086,DA DRX310",255.0,Medium,2
500451487,"PA G4722015,G0001086, Vacuum DRX310_F",217.0,Medium,2
500150318,"PA G4722015,G0001086,DA DRX310",300.0,Medium,2
500312025,"PA G4822004,G0000812,G0000866,RS,DRX360",103.0,Low,1
500199675,"PA G4822014,G0001944/1901,MB DRX310 New",210.0,Medium,2
500507492,"PA G4822019,G0002828,Vakuum,73 DRX310_F",500.0,Very High,4
500143629,PA G5222001 G0000960 DRX310 DA MB,340.0,High,3
500559446,"PA G5222016,G0003495,DA,26,CPA DRX310_F",600.0,Very High,4
500490415,"PA G5410002,G36,G18,G0002798,PO DRX310_F",40.0,Low,1
500457009,"PA G5410002,ohne andere kod DRX310_F",120.0,Low,1
500457082,"PA G5410003,ohne andere kod DRX310_F",155.0,Low,1
500364556,"PA G5411003,3xY9902957 DRX310",131.0,Low,1
500363406,"PA G5421002,G0001396,Post Open DRX310",35.0,Low,1
500338437,"PA G5422006.G0002485,DA,p.1 u.p49 DRX310",630.0,Very High,4
500421645,"PA G5422009,G0002633,DA,SV,Ab19 DRX310_F",380.0,High,3
500342240,"PA G5622020,G0002566/2567/2568 DRX316",122.0,Low,1
500577115,"PA G5622021,G0002575,DA,H.off DRX310_F",480.0,Very High,4
500401067,"PA G5622021,G0002575/616/617/DA DRX310_F",340.0,High,3
500577301,"PA G5622021,G0002616,G0002575 DRX316",350.0,High,3
500577307,"PA G5622025/6/7/8 or G3222026,G24 DRX31",250.0,Medium,2
500577199,"PA G5622028,G0002575,DA,H.off DRX310_F",210.0,Medium,2
500227107,"PA G5821003,G0002012,DA,rast.off.DRX310",255.0,Medium,2
500327031,"PA G5821003,G0002502,rast.off.p1 DRX310",247.0,Medium,2
500199676,"PA G5821004,G0001876,DA DRX310 New",250.0,Medium,2
500204024,"PA G5822002,MB,m.AbfSV-kurz Neu DRX310_F",176.0,Medium,2
500339301,"PA G5822010,G0002562,P19,58,sch.of.DR310",300.0,Medium,2
500341987,"PA G5822013,G0002548,abg.p7+19 DRX310",300.0,Medium,2
500387358,"PA G5822013,G0002548/50,DA,Abg.5DRX310_F",300.0,Medium,2
500482156,"PA G6022001,G0001357,DA,S.Off,p1 DRX310F",280.0,Medium,2
500483735,"PA G6022001,G0001357/8,3D Printer DRX316",153.0,Low,1
500543319,"PA G6022001,Schieber offen DRX310_F",350.0,High,3
500205356,"PA G6022005,G0002042,DA pin15 DRX310",340.0,High,3
500390892,"PA G6022005,G0002042,schieb.off DRX310_F",298.0,Medium,2
500575368,"PA G6022016, DA, H.of, p1 DRX310_F",360.0,High,3
500430755,"PA G6422007,G0002485,Abg44_fork DRX310",108.0,Low,1
500488035,"PA G6422007,G0002485,DA,29,Üb1mm DRX310F",500.0,Very High,4
500384473,"PA G6422007,G0002485,Da,SV,Ab29 DRX310_F",420.0,High,3
500498444,"PA G6422007,G0002485,Üb1mm Ab.64 DRX310F",480.0,Very High,4
500485387,"PA G6422007,G0002485Ü.1mm,29-64 DRX310_F",370.0,High,3
500488036,"PA G6422008,G0002485,DA,29,Üb1mm DRX310F",480.0,Very High,4
500384474,"PA G6422008,G0002485,Da,SV,Ab29 DRX310_F",408.0,High,3
500490973,"PA G6422008,G0002485,H.of,21,Ü1mmDRX310F",400.0,High,3
500498445,"PA G6422008,G0002485,Üb1mm,Ab.64 DRX310F",480.0,Very High,4
500485411,"PA G6422008,G0002485Ü.1mm,29-64 DRX310_F",520.0,Very High,4
500390340,"PA G6422009,G0002576,DA,Ü1mm,1 DRX310_F",459.0,High,3
500384476,"PA G6422010,G0002576,DA,SV,Abg 1 DRX310F",400.0,High,3
500390319,"PA G6422010,G0002576,DA,Ü1mm,1 DRX310_F",459.0,High,3
500362089,"PA G8122020,G0002300,DA,geschl. DRX310",450.0,High,3
500259505,"PA G8122020,G0002300,DA,SV DRX310",400.0,High,3
500276771,"PA G8122020,G0002300,G0002301 DRX316",134.0,Low,1
500390962,"PA G8122020,G0002754,heb.of,p6-63DRX310F",420.0,High,3
500521131,"PA G8122022,SV off,Schieb.off DRX310_F",300.0,Medium,2
500470798,"PA G8122022,SV offen DRX310_F",300.0,Medium,2
500517785,"PA G8522001,Hebel offen DRX310_F",500.0,Very High,4
500510183,"PA G8522001,Hebel offen DRX316",350.0,High,3
500515480,"PA G8522001,Ohne SV DRX310_F",240.0,Medium,2
500234998,"PA G9022001/02/03/04/05,G0002187 DRX310",480.0,Very High,4
500306152,"PA G9022001/02/03+kod0,DA DRX310",272.0,Medium,2
500350295,"PA G9022002,G9022006,07,Alle kod,DRX310",247.0,Medium,2
500305833,PA G9122001 DRX310,280.0,Medium,2
500276772,"PA G9122001,G0001894,G0002083/2204DRX316",128.0,Low,1
500431363,"PA G9122001,G0002083,Schieb.off.DRX310_F",300.0,Medium,2
500349283,"PA G9122001,G0002143,rastb off.DA DR310",420.0,High,3
500248473,"PA G9122001,G0002204/2083,DA,R.ge DRX310",360.0,High,3
500578481,"PA G9122001,G0002274,DA,H.off DRX310_F",850.0,Very High,4
500546283,"PA G9122008,G0002764,hebel gesch DRX310F",400.0,High,3
500204808,"PA G9422003,G0001354/1355/1356,DA DRX310",408.0,High,3
500421549,"PA G9422003,G0001485,DA,1,R.off.DRX310_F",300.0,Medium,2
500344923,"PA G9422003,G0001902,DA DRX310 NEU",420.0,High,3
500307951,"PA G9422003,G0001902,DA+SV,p1u94 DRX310",400.0,High,3
500369154,"PA G9422006,G0002138/2199,DA,p94DRX310_F",298.0,Medium,2
500348622,"PA G9422006,G0002199/2138,off.p94 DRX310",255.0,Medium,2
500371538,"PA G9422009,G0002589_G0002591 DRX310_F",301.0,Medium,2
500545647,"PA G9422009,G0002589/591/3406,DA DRX310F",500.0,Very High,4
500351848,"PA G9422009,G0002590/2592,Da,p94 DRX310",500.0,Very High,4
500375957,"PA G9422009,G0002746,DA,SV,Abg p1 DRX310",450.0,High,3
500368904,"PA G9422009,G0002746/2589/2591 DRX316",187.0,Medium,2
500546284,"PA G9422009,SV Offen DRX310_F",239.0,Medium,2
500341919,"PA G9622013,G0002396,G0002397/99 DRX316",128.0,Low,1
500390218,"PA G9921001,DA,SV,H.off,Abg38 DRX310_F",650.0,Very High,4
500578461,"PA G9922016,G0002204/56,DA,H.off DRX310F",600.0,Very High,4
500395817,"PA G9922026,DA,SV,H.off,Abg38 DRX310_F",600.0,Very High,4
500515253,"PA G9922026,G0002650/2/3,SV off.DRX310_F",500.0,Very High,4
500565428,"PA G9922026,Z2100124,DA,H.off,38DRX310_F",960.0,Very High,4
500389962,"PA G9922027,G0001712,DA,R.off,1 DRX310",468.0,High,3
500395540,"PA G9922029,DA,SV,H.off,Abg38 DRX310_F",468.0,High,3
500410669,"PA G9922031,G0002396,Da,p38 DRX310_F",480.0,Very High,4
500459731,"PA G9922032,G0003012,DASV,38,CPA DRX310F",960.0,Very High,4
500482321,"PA G9922034/3/5/21002,G0003011 DRX310_F",500.0,Very High,4
500467229,"PA G9922034/3/5/9921002,G0003012 DRX310F",800.0,Very High,4
500517787,"PA G9922036,Hebel offen DRX310_F",700.0,Very High,4
500510184,"PA G9922036,Hebel offen DRX316",300.0,Medium,2
500304598,PA HSD 6982235/4E0035749 4p kodA DRX310,51.0,Low,1
500163823,PA HSD 6982237/4E0035749A 4p kodB DRX310,38.0,Low,1
500180463,PA HSD 6982239/4E0035749B 4p kodC DRX310,31.0,Low,1
500157456,PA HSD 6982240/4E0035750 4p KodA DRX310F,60.0,Low,1
500157455,PA HSD 6982242/4E0035750A 4p KodBDRX310F,60.0,Low,1
500157454,PA HSD 6982244/4E0035750B 4pKodC DRX310F,60.0,Low,1
500157453,"PA HSD 6982246/4E0035750C 4pol,D DRX310F",60.0,Low,1
500186982,PA HSD 9153091/4E0035750D 4p kodEDRX310F,60.0,Low,1
500180465,PA HSD 9153092/4E0035750E 4p kodFDRX310F,60.0,Low,1
500165938,PA HSD9125786/4F0035750A90°4.u.B_DRX310F,43.0,Low,1
500195359,"PA HSD9125788/4F0035750B90°4p.u,CDRX310F",48.0,Low,1
500225841,PA HSD9125790/4F0035750C90°4p.uD_DRX310F,31.0,Low,1
500208194,PA HSD9145756/4F0035750D90°4p.uE_DRX310F,43.0,Low,1
500232593,PA HSD9145757/4F0035750E90°4p.uF_DRX310F,31.0,Low,1
500346869,PA Kit Re 500229680.D3-PB,134.0,Low,1
500536979,PA Kit Re 500466091.A0-ENZ 2,0.8,Low,1
500536976,PA Kit Re 500466091.A0-ENZ 3,3.2,Low,1
